image_file,width,height,aspect_ratio,rms_contrast,lightness_entropy,complexity,edge_density,mean_L,mean_a,mean_b,color_entropy,mirror_symmetry,balance,fourier_slope,eoe_1st,eoe_2nd,ssim,lpips,lab_ok,rms_ok,edge_ok,eoe_ok,color_entropy_ok,fourier_ok,symmetry_ok,balance_ok,compliance_pct,img_file
19666_544781.jpg,2000,,1.0,21.401,,4.244,64.47,64.365,7.068,13.844,4.124,24.791,13.467,,3.927,0.0007286,,,False,True,False,False,True,False,False,True,37.5,19666_544781.jpg
33552_544769.jpg,2000,,1.0,18.127,,3.588,61.992,68.379,2.318,14.602,3.8,10.195,12.184,,4.412,0.0007393,,,True,True,False,True,True,False,False,True,62.5,33552_544769.jpg
33552_544771.jpg,2000,,1.0,21.813,,3.846,60.444,64.885,2.922,14.132,4.102,24.4,16.551,,4.21,0.0007217,,,True,True,False,True,True,False,False,True,62.5,33552_544771.jpg
40000_544775.jpg,2000,,1.0,18.052,,4.641,70.163,58.547,4.783,16.577,3.87,19.153,10.406,,4.364,0.0006287,,,False,True,False,True,True,False,False,True,50.0,40000_544775.jpg
47507_497369.jpg,2000,,1.0,28.556,,6.656,64.455,64.835,4.814,10.966,3.252,21.093,21.82,,3.237,0.0009013,,,True,True,False,False,True,False,False,False,37.5,47507_497369.jpg
47507_497370.jpg,2000,,1.0,23.792,,6.022,57.297,73.072,4.543,11.223,3.136,11.225,16.942,,3.763,0.000935,,,True,True,False,False,True,False,False,True,50.0,47507_497370.jpg
47507_497371.jpg,2000,,1.0,16.986,,2.519,40.237,83.802,3.641,10.099,3.017,5.032,23.526,,3.239,0.001102,,,True,True,False,False,True,False,False,False,37.5,47507_497371.jpg
47507_497372.jpg,2000,,1.0,23.106,,5.892,66.586,74.73,2.97,8.91,3.386,10.543,18.343,,4.168,0.0007931,,,True,True,False,True,True,False,False,True,62.5,47507_497372.jpg
47510_499273.jpg,900,,1.0,24.67,,9.859,82.062,71.119,5.494,13.283,3.43,16.466,18.443,,3.664,0.0008534,,,True,True,False,False,True,False,False,True,50.0,47510_499273.jpg
47510_499274.jpg,2000,,1.0,19.35,,4.942,53.996,80.656,3.974,11.629,2.865,6.698,17.52,,3.904,0.001058,,,True,True,False,False,False,False,False,True,37.5,47510_499274.jpg
47510_499275.jpg,2000,,1.0,23.049,,6.664,61.163,74.948,5.071,11.762,3.109,12.536,18.587,,3.644,0.0009405,,,True,True,False,False,True,False,False,True,50.0,47510_499275.jpg
61724_495051.jpg,2000,,1.0,4.614,,1.064,13.047,83.106,2.975,14.484,1.895,0.6121,2.467,,3.724,0.001357,,,True,False,False,False,False,False,True,True,37.5,61724_495051.jpg
